,route,time,departure airport,arrival airport,departure city,arrival city
993,"{'ORY', 'MAD'}",125.0,ORY,MAD,Paris,Madrid
994,"{'ORY', 'MLA'}",167.5,ORY,MLA,Paris,Valletta
995,"{'ORY', 'MPL'}",85.0,ORY,MPL,Paris,Montpellier/Méditerranée
996,"{'ORY', 'MXP'}",85.0,ORY,MXP,Paris,Ferno (VA)
997,"{'ORY', 'NCE'}",87.5,ORY,NCE,Paris,Nice
998,"{'ORY', 'OPO'}",135.0,ORY,OPO,Paris,Porto
999,"{'ORY', 'SOU'}",90.0,ORY,SOU,Paris,Southampton
1000,"{'ORY', 'TLS'}",75.0,ORY,TLS,Paris,Toulouse/Blagnac
1001,"{'ORY', 'VLC'}",116.66666666666669,ORY,VLC,Paris,Valencia
1002,"{'OSL', 'AGP'}",250.0,OSL,AGP,Oslo,Málaga
1003,"{'OSL', 'ALC'}",230.0,OSL,ALC,Oslo,Alicante
1004,"{'OSL', 'AMS'}",115.0,OSL,AMS,Oslo,Amsterdam
1005,"{'OSL', 'ARN'}",72.5,OSL,ARN,Oslo,Stockholm
1006,"{'OSL', 'BGO'}",56.25,OSL,BGO,Oslo,Bergen
1007,"{'OSL', 'CDG'}",150.0,OSL,CDG,Oslo,Paris
1008,"{'OSL', 'GOT'}",55.0,OSL,GOT,Oslo,Gothenburg
1009,"{'OSL', 'HEL'}",125.0,OSL,HEL,Oslo,Helsinki
1010,"{'OSL', 'SVG'}",60.0,OSL,SVG,Oslo,Stavanger
1011,"{'OSL', 'TOS'}",117.5,OSL,TOS,Oslo,Tromsø
1012,"{'OSL', 'ZRH'}",150.0,OSL,ZRH,Oslo,Zurich
1013,"{'OSW', 'SVO'}",160.0,OSW,SVO,Orsk,Moscow
1014,"{'BLL', 'OTP'}",160.0,BLL,OTP,Billund,Otopeni
1015,"{'BLQ', 'OTP'}",125.0,BLQ,OTP,Bologna,Otopeni
1016,"{'CIA', 'OTP'}",120.0,CIA,OTP,Rome,Otopeni
1017,"{'LGW', 'OTP'}",190.0,LGW,OTP,"Gatwick, Surrey",Otopeni
1018,"{'OVD', 'ACE'}",160.0,OVD,ACE,Ranón,San Bartolomé
1019,"{'OVD', 'BCN'}",85.0,OVD,BCN,Ranón,Barcelona
1020,"{'OVD', 'MAD'}",75.0,OVD,MAD,Ranón,Madrid
1021,"{'OVD', 'NRN'}",132.5,OVD,NRN,Ranón,Weeze
1022,"{'PDL', 'HOR'}",57.5,PDL,HOR,Ponta Delgada,Horta
1023,"{'PDL', 'OPO'}",145.0,PDL,OPO,Ponta Delgada,Porto
1024,"{'PDL', 'SMA'}",30.0,PDL,SMA,Ponta Delgada,Vila do Porto
1025,"{'PEE', 'LED'}",146.25,PEE,LED,Perm,St. Petersburg
1026,"{'PEE', 'SVO'}",135.0,PEE,SVO,Perm,Moscow
1027,"{'PEE', 'VKO'}",127.5,PEE,VKO,Perm,Moscow
1028,"{'PES', 'VKO'}",95.0,PES,VKO,Petrozavodsk,Moscow
1029,"{'PMF', 'CAG'}",80.0,PMF,CAG,Parma (PR),Cagliari
1030,"{'PMO', 'BCN'}",115.0,PMO,BCN,Palermo,Barcelona
1031,"{'PMO', 'BGY'}",100.0,PMO,BGY,Palermo,Orio al Serio (BG)
1032,"{'PMO', 'BLQ'}",90.0,PMO,BLQ,Palermo,Bologna
1033,"{'PMO', 'FCO'}",75.0,PMO,FCO,Palermo,Rome
1034,"{'PMO', 'FMM'}",117.5,PMO,FMM,Palermo,Memmingen
1035,"{'PMO', 'LIN'}",95.0,PMO,LIN,Palermo,Segrate (MI)
1036,"{'PMO', 'MAD'}",160.0,PMO,MAD,Palermo,Madrid
1037,"{'PMO', 'MXP'}",105.0,PMO,MXP,Palermo,Ferno (VA)
1038,"{'PMO', 'NAP'}",60.0,PMO,NAP,Palermo,Napoli
1039,"{'PMO', 'NUE'}",127.5,PMO,NUE,Palermo,Nuremberg
1040,"{'PMO', 'PSA'}",80.0,PMO,PSA,Palermo,Pisa
1041,"{'PMO', 'STN'}",190.0,PMO,STN,Palermo,London
1042,"{'PMO', 'TRN'}",100.0,PMO,TRN,Palermo,Caselle Torinese (TO)
1043,"{'PMO', 'VCE'}",95.0,PMO,VCE,Palermo,Venezia (VE)
1044,"{'PMO', 'VLC'}",127.5,PMO,VLC,Palermo,Valencia
1045,"{'PMO', 'VRN'}",92.5,PMO,VRN,Palermo,Caselle (VR)
1046,"{'PNA', 'MAD'}",65.0,PNA,MAD,Pamplona,Madrid
1047,"{'PRG', 'AGP'}",200.0,PRG,AGP,Prague,Málaga
1048,"{'PRG', 'BCN'}",147.5,PRG,BCN,Prague,Barcelona
1049,"{'PRG', 'BGY'}",80.0,PRG,BGY,Prague,Orio al Serio (BG)
1050,"{'PRG', 'CDG'}",105.0,PRG,CDG,Prague,Paris
1051,"{'PRG', 'GVA'}",90.0,PRG,GVA,Prague,Geneva
1052,"{'PRG', 'HEL'}",135.0,PRG,HEL,Prague,Helsinki
1053,"{'PRG', 'MAD'}",185.0,PRG,MAD,Prague,Madrid
1054,"{'PRN', 'HAM'}",158.75,PRN,HAM,Prishtina,Hamburg
1055,"{'PRN', 'STR'}",125.0,PRN,STR,Prishtina,Stuttgart
1056,"{'PSA', 'CRL'}",105.0,PSA,CRL,Pisa,Charleroi
1057,"{'PSA', 'MAD'}",145.0,PSA,MAD,Pisa,Madrid
1058,"{'PSA', 'OPO'}",155.0,PSA,OPO,Pisa,Porto
1059,"{'PSA', 'VLC'}",110.0,PSA,VLC,Pisa,Valencia
1060,"{'BGY', 'PSR'}",75.0,BGY,PSR,Orio al Serio (BG),Pescara
1061,"{'PUY', 'ZRH'}",85.0,PUY,ZRH,Pula,Zurich
1062,"{'PXO', 'FNC'}",25.0,PXO,FNC,Vila Baleira,Funchal
1063,"{'PXO', 'OSL'}",305.0,PXO,OSL,Vila Baleira,Oslo
1064,"{'REN', 'LED'}",172.5,REN,LED,Orenburg,St. Petersburg
1065,"{'REN', 'SVO'}",141.66666666666666,REN,SVO,Orenburg,Moscow
1066,"{'RIX', 'AMS'}",145.0,RIX,AMS,Riga,Amsterdam
1067,"{'RIX', 'ARN'}",70.0,RIX,ARN,Riga,Stockholm
1068,"{'RIX', 'BRS'}",180.0,RIX,BRS,Riga,Bristol
1069,"{'RIX', 'CPH'}",90.0,RIX,CPH,Riga,Copenhagen
1070,"{'RIX', 'GVA'}",165.0,RIX,GVA,Riga,Geneva
1071,"{'RIX', 'HEL'}",65.0,RIX,HEL,Riga,Helsinki
1072,"{'RIX', 'KTT'}",115.0,RIX,KTT,Riga,Kittilä
1073,"{'RIX', 'LIS'}",270.0,RIX,LIS,Riga,Lisbon
1074,"{'RIX', 'PLQ'}",39.0,RIX,PLQ,Riga,Palanga
1075,"{'RIX', 'STN'}",175.0,RIX,STN,Riga,London
1076,"{'RIX', 'SZG'}",132.5,RIX,SZG,Riga,Salzburg
1077,"{'RIX', 'TLL'}",50.0,RIX,TLL,Riga,Tallinn
1078,"{'RIX', 'VIE'}",127.5,RIX,VIE,Riga,Vienna
1079,"{'RIX', 'VNO'}",48.0,RIX,VNO,Riga,Vilnius
1080,"{'RIX', 'WAW'}",80.0,RIX,WAW,Riga,Warsaw
1081,"{'RTM', 'AGP'}",172.5,RTM,AGP,Rotterdam,Málaga
1082,"{'RTM', 'ALC'}",150.0,RTM,ALC,Rotterdam,Alicante
1083,"{'RTM', 'SZG'}",90.0,RTM,SZG,Rotterdam,Salzburg
1084,"{'SBT', 'DME'}",69.0,SBT,DME,Sabetta,Moscow
1085,"{'SBZ', 'LTN'}",182.5,SBZ,LTN,Sibiu,"Luton, Bedfordshire"
1086,"{'SBZ', 'MUC'}",102.5,SBZ,MUC,Sibiu,Munich
1087,"{'SCQ', 'ACE'}",155.0,SCQ,ACE,Santiago de Compostela,San Bartolomé
1088,"{'SCQ', 'MAD'}",72.5,SCQ,MAD,Santiago de Compostela,Madrid
1089,"{'SCQ', 'VLC'}",92.5,SCQ,VLC,Santiago de Compostela,Valencia
1090,"{'OTP', 'SCV'}",70.0,OTP,SCV,Otopeni,Suceava
1091,"{'SCW', 'LED'}",115.0,SCW,LED,Syktyvkar,St. Petersburg
1092,"{'SCW', 'SVO'}",120.0,SCW,SVO,Syktyvkar,Moscow
1093,"{'SCW', 'VKO'}",125.0,SCW,VKO,Syktyvkar,Moscow
1094,"{'SDR', 'MAD'}",70.0,SDR,MAD,Santander,Madrid
1095,"{'SEN', 'GVA'}",95.0,SEN,GVA,"Southend-on-Sea, Essex",Geneva
1096,"{'SIP', 'LED'}",195.0,SIP,LED,Simferopol,St. Petersburg
1097,"{'SJJ', 'CGN'}",115.0,SJJ,CGN,Sarajevo,Köln (Cologne)
1098,"{'RHO', 'SKG'}",75.0,RHO,SKG,Rhodes,Thessaloniki
1099,"{'STR', 'SKG'}",135.0,STR,SKG,Stuttgart,Thessaloniki
1100,"{'BOO', 'SKN'}",35.0,BOO,SKN,Bodø,Hadsel
1101,"{'SKN', 'TOS'}",40.0,SKN,TOS,Hadsel,Tromsø
1102,"{'SKP', 'ATH'}",90.0,SKP,ATH,Ilinden,Spata-Artemida
1103,"{'SKP', 'BEG'}",70.0,SKP,BEG,Ilinden,Belgrade
1104,"{'SKP', 'BTS'}",92.5,SKP,BTS,Ilinden,Bratislava
1105,"{'SKP', 'CGN'}",157.5,SKP,CGN,Ilinden,Köln (Cologne)
1106,"{'SKP', 'CPH'}",175.0,SKP,CPH,Ilinden,Copenhagen
1107,"{'SKP', 'EIN'}",155.0,SKP,EIN,Ilinden,Eindhoven
1108,"{'SKP', 'FCO'}",105.0,SKP,FCO,Ilinden,Rome
1109,"{'SKP', 'FKB'}",135.0,SKP,FKB,Ilinden,Rheinmünster
1110,"{'SKP', 'FRA'}",145.0,SKP,FRA,Ilinden,Frankfurt am Main
1111,"{'SKP', 'MLA'}",102.5,SKP,MLA,Ilinden,Valletta
1112,"{'SKP', 'NYO'}",185.0,SKP,NYO,Ilinden,Nyköping
1113,"{'SKP', 'ZAG'}",85.0,SKP,ZAG,Ilinden,Zagreb
1114,"{'SKP', 'ZRH'}",130.0,SKP,ZRH,Ilinden,Zurich
1115,"{'SOF', 'ALC'}",202.5,SOF,ALC,Sofia,Alicante
1116,"{'SOF', 'ATH'}",80.0,SOF,ATH,Sofia,Spata-Artemida
1117,"{'SOF', 'BCN'}",175.0,SOF,BCN,Sofia,Barcelona
1118,"{'SOF', 'BGY'}",120.0,SOF,BGY,Sofia,Orio al Serio (BG)
1119,"{'SOF', 'BRS'}",200.0,SOF,BRS,Sofia,Bristol
1120,"{'SOF', 'CPH'}",185.0,SOF,CPH,Sofia,Copenhagen
1121,"{'SOF', 'CRL'}",165.0,SOF,CRL,Sofia,Charleroi
1122,"{'SOF', 'CTA'}",110.0,SOF,CTA,Sofia,Catania
1123,"{'SOF', 'EIN'}",155.0,SOF,EIN,Sofia,Eindhoven
1124,"{'SOF', 'FKB'}",135.0,SOF,FKB,Sofia,Rheinmünster
1125,"{'SOF', 'FMM'}",122.5,SOF,FMM,Sofia,Memmingen
1126,"{'SOF', 'LGW'}",195.0,SOF,LGW,Sofia,"Gatwick, Surrey"
1127,"{'SOF', 'LTN'}",200.0,SOF,LTN,Sofia,"Luton, Bedfordshire"
1128,"{'SOF', 'MAD'}",220.0,SOF,MAD,Sofia,Madrid
1129,"{'SOF', 'MLA'}",112.5,SOF,MLA,Sofia,Valletta
1130,"{'SOF', 'MUC'}",120.0,SOF,MUC,Sofia,Munich
1131,"{'SOF', 'NAP'}",100.0,SOF,NAP,Sofia,Napoli
1132,"{'SOF', 'NCE'}",130.0,SOF,NCE,Sofia,Nice
1133,"{'SOF', 'STN'}",200.0,SOF,STN,Sofia,London
1134,"{'SOF', 'TSF'}",110.0,SOF,TSF,Sofia,Treviso (TV)
1135,"{'SOF', 'VAR'}",50.0,SOF,VAR,Sofia,Varna
1136,"{'SOF', 'VIE'}",95.0,SOF,VIE,Sofia,Vienna
1137,"{'SOF', 'WAW'}",120.0,SOF,WAW,Sofia,Warsaw
1138,"{'JER', 'SOU'}",50.0,JER,SOU,Saint Helier,Southampton
1139,"{'SPC', 'BCN'}",212.5,SPC,BCN,"Sta Cruz de la Palma, La Palma Island",Barcelona
1140,"{'SPC', 'MAD'}",170.0,SPC,MAD,"Sta Cruz de la Palma, La Palma Island",Madrid
1141,"{'SPU', 'AMS'}",145.0,SPU,AMS,Split,Amsterdam
1142,"{'STN', 'ACE'}",255.0,STN,ACE,London,San Bartolomé
1143,"{'STN', 'AGP'}",175.0,STN,AGP,London,Málaga
1144,"{'STN', 'ALC'}",160.0,STN,ALC,London,Alicante
1145,"{'STN', 'AMS'}",70.0,STN,AMS,London,Amsterdam
1146,"{'STN', 'ARN'}",147.5,STN,ARN,London,Stockholm
1147,"{'STN', 'ATH'}",215.0,STN,ATH,London,Spata-Artemida
1148,"{'STN', 'BCN'}",137.5,STN,BCN,London,Barcelona
1149,"{'STN', 'BFS'}",80.0,STN,BFS,London,Belfast
1150,"{'STN', 'BGY'}",120.0,STN,BGY,London,Orio al Serio (BG)
1151,"{'STN', 'BLL'}",95.0,STN,BLL,London,Billund
1152,"{'STN', 'BLQ'}",125.0,STN,BLQ,London,Bologna
1153,"{'STN', 'BOD'}",102.5,STN,BOD,London,Bordeaux/Mérignac
1154,"{'STN', 'BTS'}",135.0,STN,BTS,London,Bratislava
1155,"{'STN', 'BUD'}",150.0,STN,BUD,London,Budapest
1156,"{'STN', 'BZG'}",130.0,STN,BZG,London,Bydgoszcz
1157,"{'STN', 'CGN'}",77.5,STN,CGN,London,Köln (Cologne)
1158,"{'STN', 'CIA'}",152.5,STN,CIA,London,Rome
1159,"{'STN', 'CMF'}",110.0,STN,CMF,London,Viviers-du-Lac
1160,"{'STN', 'CTA'}",202.5,STN,CTA,London,Catania
1161,"{'STN', 'EDI'}",80.0,STN,EDI,London,Edinburgh
1162,"{'STN', 'EIN'}",65.0,STN,EIN,London,Eindhoven
1163,"{'STN', 'FAO'}",170.0,STN,FAO,London,Faro
1164,"{'STN', 'FUE'}",255.0,STN,FUE,London,El Matorral
1165,"{'STN', 'GDN'}",135.0,STN,GDN,London,Gdańsk
1166,"{'STN', 'GNB'}",110.0,STN,GNB,London,Saint-Étienne-de-Saint-Geoirs
1167,"{'STN', 'GOA'}",130.0,STN,GOA,London,Genova (GE)
1168,"{'STN', 'GOT'}",112.5,STN,GOT,London,Gothenburg
1169,"{'STN', 'GVA'}",107.5,STN,GVA,London,Geneva
1170,"{'STN', 'KRK'}",145.0,STN,KRK,London,Balice
1171,"{'STN', 'KTW'}",140.0,STN,KTW,London,Ożarowice
1172,"{'STN', 'LCJ'}",140.0,STN,LCJ,London,Łódź
1173,"{'STN', 'LIS'}",165.0,STN,LIS,London,Lisbon
1174,"{'STN', 'MAD'}",155.0,STN,MAD,London,Madrid
1175,"{'STN', 'MRS'}",120.0,STN,MRS,London,Marseille
1176,"{'STN', 'MXP'}",117.5,STN,MXP,London,Ferno (VA)
1177,"{'STN', 'NAP'}",155.0,STN,NAP,London,Napoli
1178,"{'STN', 'NUE'}",100.0,STN,NUE,London,Nuremberg
1179,"{'STN', 'OPO'}",147.5,STN,OPO,London,Porto
1180,"{'STN', 'OTP'}",195.0,STN,OTP,London,Otopeni
1181,"{'STN', 'POZ'}",125.0,STN,POZ,London,Poznań
1182,"{'STN', 'PRG'}",115.0,STN,PRG,London,Prague
1183,"{'STN', 'PSA'}",132.5,STN,PSA,London,Pisa
1184,"{'STN', 'RIX'}",155.0,STN,RIX,London,Riga
1185,"{'STN', 'SCQ'}",130.0,STN,SCQ,London,Santiago de Compostela
1186,"{'STN', 'SKG'}",190.0,STN,SKG,London,Thessaloniki
1187,"{'STN', 'SOF'}",180.0,STN,SOF,London,Sofia
1188,"{'STN', 'SVQ'}",165.0,STN,SVQ,London,Sevilla
1189,"{'STN', 'SZG'}",120.0,STN,SZG,London,Salzburg
1190,"{'STN', 'SZY'}",142.5,STN,SZY,London,Olsztyn
1191,"{'STN', 'SZZ'}",115.0,STN,SZZ,London,Goleniow
1192,"{'STN', 'TIA'}",185.0,STN,TIA,London,Rinas
1193,"{'STN', 'TRF'}",120.0,STN,TRF,London,Torp
1194,"{'STN', 'TRN'}",117.5,STN,TRN,London,Caselle Torinese (TO)
1195,"{'STN', 'TRS'}",130.0,STN,TRS,London,Ronchi dei Legionari (GO)
1196,"{'STN', 'VCE'}",120.0,STN,VCE,London,Venezia (VE)
1197,"{'STN', 'VGO'}",130.0,STN,VGO,London,Vigo
1198,"{'STN', 'VIE'}",135.0,STN,VIE,London,Vienna
1199,"{'STN', 'VLC'}",155.0,STN,VLC,London,Valencia
1200,"{'STN', 'VNO'}",175.0,STN,VNO,London,Vilnius
1201,"{'STN', 'VRN'}",122.5,STN,VRN,London,Caselle (VR)
1202,"{'STN', 'WMI'}",135.0,STN,WMI,London,Warsaw
1203,"{'STN', 'WRO'}",125.0,STN,WRO,London,Wrocław
1204,"{'STN', 'ZAG'}",135.0,STN,ZAG,London,Zagreb
1205,"{'STN', 'ZAZ'}",132.5,STN,ZAZ,London,Zaragoza
1206,"{'OTP', 'STR'}",145.0,OTP,STR,Otopeni,Stuttgart
1207,"{'SKG', 'STR'}",150.0,SKG,STR,Thessaloniki,Stuttgart
1208,"{'SVG', 'ALC'}",212.5,SVG,ALC,Stavanger,Alicante
1209,"{'SVG', 'AMS'}",95.0,SVG,AMS,Stavanger,Amsterdam
1210,"{'SVG', 'BGO'}",40.0,SVG,BGO,Stavanger,Bergen
1211,"{'SVG', 'GDN'}",107.5,SVG,GDN,Stavanger,Gdańsk
1212,"{'SVG', 'OSL'}",50.0,SVG,OSL,Stavanger,Oslo
1213,"{'SVJ', 'BOO'}",25.0,SVJ,BOO,Svolvær,Bodø
1214,"{'ARH', 'SVO'}",112.5,ARH,SVO,Archangelsk,Moscow
1215,"{'SVO', 'CEE'}",55.0,SVO,CEE,Moscow,Cherepovets
1216,"{'CEK', 'SVO'}",167.5,CEK,SVO,Chelyabinsk,Moscow
1217,"{'SVO', 'GRV'}",175.0,SVO,GRV,Moscow,Grozny
1218,"{'IJK', 'SVO'}",135.0,IJK,SVO,Izhevsk,Moscow
1219,"{'SVO', 'KGD'}",168.33333333333334,SVO,KGD,Moscow,Kaliningrad
1220,"{'KJA', 'SVO'}",317.5,KJA,SVO,Krasnoyarsk,Moscow
1221,"{'SVO', 'KUF'}",113.75,SVO,KUF,Moscow,Samara
1222,"{'SVO', 'LED'}",92.5,SVO,LED,Moscow,St. Petersburg
1223,"{'SVO', 'MMK'}",158.0,SVO,MMK,Moscow,Murmansk
1224,"{'SVO', 'MQF'}",152.5,SVO,MQF,Moscow,Magnitogorsk
1225,"{'SVO', 'NBC'}",118.33333333333331,SVO,NBC,Moscow,Nizhnekamsk
1226,"{'SVO', 'STW'}",200.0,SVO,STW,Moscow,Stavropol
1227,"{'SVQ', 'ACE'}",120.0,SVQ,ACE,Sevilla,San Bartolomé
1228,"{'SVQ', 'BCN'}",100.0,SVQ,BCN,Sevilla,Barcelona
1229,"{'SVQ', 'BGY'}",160.0,SVQ,BGY,Sevilla,Orio al Serio (BG)
1230,"{'SVQ', 'CDG'}",160.0,SVQ,CDG,Sevilla,Paris
1231,"{'SVQ', 'CIA'}",160.0,SVQ,CIA,Sevilla,Rome
1232,"{'SVQ', 'CTA'}",180.0,SVQ,CTA,Sevilla,Catania
1233,"{'SVQ', 'FUE'}",127.5,SVQ,FUE,Sevilla,El Matorral
1234,"{'SVQ', 'MAD'}",67.5,SVQ,MAD,Sevilla,Madrid
1235,"{'SVQ', 'MAN'}",180.0,SVQ,MAN,Sevilla,Manchester
1236,"{'SVQ', 'MXP'}",155.0,SVQ,MXP,Sevilla,Ferno (VA)
1237,"{'SVQ', 'NUE'}",185.0,SVQ,NUE,Sevilla,Nuremberg
1238,"{'SVQ', 'ORY'}",150.0,SVQ,ORY,Sevilla,Paris
1239,"{'SVQ', 'PSA'}",150.0,SVQ,PSA,Sevilla,Pisa
1240,"{'SVQ', 'STN'}",170.0,SVQ,STN,Sevilla,London
1241,"{'SVQ', 'WAW'}",235.0,SVQ,WAW,Sevilla,Warsaw
1242,"{'SZG', 'AMS'}",105.0,SZG,AMS,Salzburg,Amsterdam
1243,"{'SZG', 'ARN'}",127.5,SZG,ARN,Salzburg,Stockholm
1244,"{'SZG', 'BRS'}",125.0,SZG,BRS,Salzburg,Bristol
1245,"{'SZG', 'HAM'}",77.5,SZG,HAM,Salzburg,Hamburg
1246,"{'SZG', 'HEL'}",150.0,SZG,HEL,Salzburg,Helsinki
1247,"{'SZG', 'LGW'}",125.0,SZG,LGW,Salzburg,"Gatwick, Surrey"
1248,"{'SZZ', 'OSL'}",90.0,SZZ,OSL,Goleniow,Oslo
1249,"{'TER', 'PDL'}",42.5,TER,PDL,Praia da Vitória,Ponta Delgada
1250,"{'TER', 'PIX'}",35.0,TER,PIX,Praia da Vitória,Pico Island
1251,"{'TIA', 'ARN'}",195.0,TIA,ARN,Rinas,Stockholm
1252,"{'TIA', 'ATH'}",80.0,TIA,ATH,Rinas,Spata-Artemida
1253,"{'TIA', 'BCN'}",170.0,TIA,BCN,Rinas,Barcelona
1254,"{'TIA', 'BGY'}",115.0,TIA,BGY,Rinas,Orio al Serio (BG)
1255,"{'TIA', 'BLQ'}",100.0,TIA,BLQ,Rinas,Bologna
1256,"{'TIA', 'BRI'}",60.0,TIA,BRI,Rinas,Bari
1257,"{'TIA', 'BVA'}",162.5,TIA,BVA,Rinas,Tillé
1258,"{'TIA', 'CIA'}",87.5,TIA,CIA,Rinas,Rome
1259,"{'TIA', 'CRL'}",162.5,TIA,CRL,Rinas,Charleroi
1260,"{'TIA', 'EDI'}",220.0,TIA,EDI,Rinas,Edinburgh
1261,"{'TIA', 'FCO'}",90.0,TIA,FCO,Rinas,Rome
1262,"{'TIA', 'GOA'}",107.5,TIA,GOA,Rinas,Genova (GE)
1263,"{'TIA', 'HAM'}",157.5,TIA,HAM,Rinas,Hamburg
1264,"{'TIA', 'HHN'}",147.5,TIA,HHN,Rinas,Frankfurt am Main (Lautzenhausen)
1265,"{'TIA', 'LTN'}",197.5,TIA,LTN,Rinas,"Luton, Bedfordshire"
1266,"{'TIA', 'LYS'}",130.0,TIA,LYS,Rinas,Lyon
1267,"{'TIA', 'MXP'}",122.5,TIA,MXP,Rinas,Ferno (VA)
1268,"{'TIA', 'NUE'}",120.0,TIA,NUE,Rinas,Nuremberg
1269,"{'TIA', 'PEG'}",85.0,TIA,PEG,Rinas,Perugia
1270,"{'TIA', 'PSA'}",102.5,TIA,PSA,Rinas,Pisa
1271,"{'TIA', 'STN'}",185.0,TIA,STN,Rinas,London
1272,"{'TIA', 'TRS'}",102.5,TIA,TRS,Rinas,Ronchi dei Legionari (GO)
1273,"{'TIA', 'TSF'}",105.0,TIA,TSF,Rinas,Treviso (TV)
1274,"{'TIA', 'VRN'}",110.0,TIA,VRN,Rinas,Caselle (VR)
1275,"{'TLL', 'ARN'}",60.0,TLL,ARN,Tallinn,Stockholm
1276,"{'TLL', 'GVA'}",175.0,TLL,GVA,Tallinn,Geneva
1277,"{'TLL', 'HEL'}",35.0,TLL,HEL,Tallinn,Helsinki
1278,"{'TLL', 'LGW'}",170.0,TLL,LGW,Tallinn,"Gatwick, Surrey"
1279,"{'TLS', 'BOD'}",50.0,TLS,BOD,Toulouse/Blagnac,Bordeaux/Mérignac
1280,"{'TLS', 'MAD'}",85.0,TLS,MAD,Toulouse/Blagnac,Madrid
1281,"{'TLS', 'MLA'}",140.0,TLS,MLA,Toulouse/Blagnac,Valletta
1282,"{'TLS', 'MUC'}",107.5,TLS,MUC,Toulouse/Blagnac,Munich
1283,"{'TMP', 'AMS'}",150.0,TMP,AMS,Tampere / Pirkkala,Amsterdam
1284,"{'TMP', 'TLL'}",45.0,TMP,TLL,Tampere / Pirkkala,Tallinn
1285,"{'TOS', 'BGO'}",120.0,TOS,BGO,Tromsø,Bergen
1286,"{'TOS', 'GDN'}",172.5,TOS,GDN,Tromsø,Gdańsk
1287,"{'TRD', 'ALC'}",260.0,TRD,ALC,Trondheim,Alicante
1288,"{'TRD', 'AMS'}",145.0,TRD,AMS,Trondheim,Amsterdam
1289,"{'TRD', 'BGO'}",65.0,TRD,BGO,Trondheim,Bergen
1290,"{'TRD', 'BOO'}",75.0,TRD,BOO,Trondheim,Bodø
1291,"{'TRD', 'HEL'}",140.0,TRD,HEL,Trondheim,Helsinki
1292,"{'TRD', 'OSL'}",57.5,TRD,OSL,Trondheim,Oslo
1293,"{'TRF', 'AMS'}",100.0,TRF,AMS,Torp,Amsterdam
1294,"{'TRF', 'BGO'}",52.5,TRF,BGO,Torp,Bergen
1295,"{'TRF', 'WAW'}",110.0,TRF,WAW,Torp,Warsaw
1296,"{'TRF', 'WMI'}",110.0,TRF,WMI,Torp,Warsaw
1297,"{'TRN', 'ARN'}",165.0,TRN,ARN,Caselle Torinese (TO),Stockholm
1298,"{'TRN', 'BCN'}",85.0,TRN,BCN,Caselle Torinese (TO),Barcelona
1299,"{'TRN', 'BDS'}",102.5,TRN,BDS,Caselle Torinese (TO),Brindisi
1300,"{'TRN', 'CAG'}",85.0,TRN,CAG,Caselle Torinese (TO),Cagliari
1301,"{'TRN', 'CTA'}",115.0,TRN,CTA,Caselle Torinese (TO),Catania
1302,"{'TRN', 'GOT'}",135.0,TRN,GOT,Caselle Torinese (TO),Gothenburg
1303,"{'TRN', 'LGW'}",115.0,TRN,LGW,Caselle Torinese (TO),"Gatwick, Surrey"
1304,"{'TRN', 'MAD'}",140.0,TRN,MAD,Caselle Torinese (TO),Madrid
1305,"{'TRN', 'MUC'}",72.5,TRN,MUC,Caselle Torinese (TO),Munich
1306,"{'TRN', 'OTP'}",155.0,TRN,OTP,Caselle Torinese (TO),Otopeni
1307,"{'TRN', 'SUF'}",107.5,TRN,SUF,Caselle Torinese (TO),Lamezia Terme (CZ)
1308,"{'TRN', 'VNO'}",162.5,TRN,VNO,Caselle Torinese (TO),Vilnius
1309,"{'TSF', 'BVA'}",102.5,TSF,BVA,Treviso (TV),Tillé
1310,"{'TSF', 'CRL'}",97.5,TSF,CRL,Treviso (TV),Charleroi
1311,"{'TSF', 'MLA'}",115.0,TSF,MLA,Treviso (TV),Valletta
1312,"{'TSF', 'MRS'}",82.5,TSF,MRS,Treviso (TV),Marseille
1313,"{'TSF', 'OTP'}",120.0,TSF,OTP,Treviso (TV),Otopeni
1314,"{'TSF', 'SOF'}",100.0,TSF,SOF,Treviso (TV),Sofia
1315,"{'TSF', 'TIA'}",90.0,TSF,TIA,Treviso (TV),Rinas
1316,"{'TSF', 'VIE'}",75.0,TSF,VIE,Treviso (TV),Vienna
1317,"{'TSF', 'VLC'}",130.0,TSF,VLC,Treviso (TV),Valencia
1318,"{'TSR', 'BGY'}",105.0,TSR,BGY,Timişoara,Orio al Serio (BG)
1319,"{'TSR', 'BVA'}",145.0,TSR,BVA,Timişoara,Tillé
1320,"{'TSR', 'OTP'}",60.0,TSR,OTP,Timişoara,Otopeni
1321,"{'TUF', 'STN'}",85.0,TUF,STN,Tours/Val de Loire (Loire Valley),London
1322,"{'UFA', 'AER'}",205.0,UFA,AER,Ufa,Sochi
1323,"{'UFA', 'DME'}",140.0,UFA,DME,Ufa,Moscow
1324,"{'UFA', 'KJA'}",205.0,UFA,KJA,Ufa,Krasnoyarsk
1325,"{'UFA', 'LED'}",167.5,UFA,LED,Ufa,St. Petersburg
1326,"{'UFA', 'SVO'}",141.25,UFA,SVO,Ufa,Moscow
1327,"{'UFA', 'VKO'}",130.0,UFA,VKO,Ufa,Moscow
