route,time,departure airport,arrival airport,departure city,arrival city,city1,city2
"{'MRS', 'BUD'}",120.0,MRS,BUD,Marseille,Budapest,Marseille,Budapest
"{'MRS', 'CDG'}",95.0,MRS,CDG,Marseille,Paris,Marseille,Paris
"{'MRS', 'CRL'}",105.0,MRS,CRL,Marseille,Charleroi,Marseille,Charleroi
"{'MRS', 'LIS'}",140.0,MRS,LIS,Marseille,Lisbon,Marseille,Lisbon
"{'MRS', 'LYS'}",65.0,MRS,LYS,Marseille,Lyon,Marseille,Lyon
"{'MRS', 'MAD'}",107.5,MRS,MAD,Marseille,Madrid,Marseille,Madrid
"{'MRS', 'NTE'}",90.0,MRS,NTE,Marseille,Nantes,Marseille,Nantes
"{'MRS', 'ORY'}",82.5,MRS,ORY,Marseille,Paris,Marseille,Paris
"{'MRS', 'OTP'}",165.0,MRS,OTP,Marseille,Otopeni,Marseille,Otopeni
"{'MRV', 'AER'}",62.5,MRV,AER,Mineralnyye Vody,Sochi,Mineralnyye Vody,Sochi
"{'MRV', 'CEE'}",210.0,MRV,CEE,Mineralnyye Vody,Cherepovets,Mineralnyye Vody,Cherepovets
"{'MRV', 'CEK'}",192.5,MRV,CEK,Mineralnyye Vody,Chelyabinsk,Mineralnyye Vody,Chelyabinsk
"{'MRV', 'DME'}",195.0,MRV,DME,Mineralnyye Vody,Moscow,Mineralnyye Vody,Moscow
"{'MRV', 'KLF'}",185.0,MRV,KLF,Mineralnyye Vody,Kaluga,Mineralnyye Vody,Kaluga
"{'MRV', 'KUF'}",160.0,MRV,KUF,Mineralnyye Vody,Samara,Mineralnyye Vody,Samara
"{'MRV', 'LED'}",180.0,MRV,LED,Mineralnyye Vody,St. Petersburg,Mineralnyye Vody,St. Petersburg
"{'MRV', 'MQF'}",160.0,MRV,MQF,Mineralnyye Vody,Magnitogorsk,Mineralnyye Vody,Magnitogorsk
"{'MRV', 'NBC'}",170.0,MRV,NBC,Mineralnyye Vody,Nizhnekamsk,Mineralnyye Vody,Nizhnekamsk
"{'MRV', 'PEE'}",197.5,MRV,PEE,Mineralnyye Vody,Perm,Mineralnyye Vody,Perm
"{'MRV', 'SVO'}",197.5,MRV,SVO,Mineralnyye Vody,Moscow,Mineralnyye Vody,Moscow
"{'MRV', 'UFA'}",170.0,MRV,UFA,Mineralnyye Vody,Ufa,Mineralnyye Vody,Ufa
"{'MRV', 'VKO'}",142.5,MRV,VKO,Mineralnyye Vody,Moscow,Mineralnyye Vody,Moscow
"{'MRV', 'VOG'}",130.0,MRV,VOG,Mineralnyye Vody,Volgograd,Mineralnyye Vody,Volgograd
