route,time,departure airport,arrival airport,departure city,arrival city,city1,city2
"{'GRX', 'MAD'}",70.0,GRX,MAD,Granada,Madrid,Granada,Madrid
"{'GVA', 'ARN'}",160.0,GVA,ARN,Geneva,Stockholm,Geneva,Stockholm
"{'GVA', 'BCN'}",90.0,GVA,BCN,Geneva,Barcelona,Geneva,Barcelona
"{'GVA', 'BHX'}",110.0,GVA,BHX,Geneva,Birmingham,Geneva,Birmingham
"{'GVA', 'BOH'}",100.0,GVA,BOH,Geneva,Bournemouth,Geneva,Bournemouth
"{'GVA', 'BRS'}",105.0,GVA,BRS,Geneva,Bristol,Geneva,Bristol
"{'GVA', 'BRU'}",80.0,GVA,BRU,Geneva,Zaventem,Geneva,Zaventem
"{'GVA', 'GOT'}",135.0,GVA,GOT,Geneva,Gothenburg,Geneva,Gothenburg
"{'GVA', 'LGW'}",97.5,GVA,LGW,Geneva,"Gatwick, Surrey",Geneva,Gatwick
"{'GVA', 'LPL'}",115.0,GVA,LPL,Geneva,Liverpool,Geneva,Liverpool
"{'GVA', 'MAD'}",125.0,GVA,MAD,Geneva,Madrid,Geneva,Madrid
"{'GVA', 'MUC'}",75.0,GVA,MUC,Geneva,Munich,Geneva,Munich
"{'GVA', 'OPO'}",135.0,GVA,OPO,Geneva,Porto,Geneva,Postage
"{'GVA', 'PRN'}",137.5,GVA,PRN,Geneva,Prishtina,Geneva,Prishtina
"{'GVA', 'SOU'}",100.0,GVA,SOU,Geneva,Southampton,Geneva,Southampton
"{'HAJ', 'FRA'}",55.0,HAJ,FRA,Hannover,Frankfurt am Main,Hanover,Frankfurt am Main
"{'HAJ', 'FUE'}",280.0,HAJ,FUE,Hannover,El Matorral,Hanover,El Matorral
"{'HAJ', 'MUC'}",70.0,HAJ,MUC,Hannover,Munich,Hanover,Munich
"{'AGP', 'HAM'}",200.0,AGP,HAM,Málaga,Hamburg,Malaga,Hamburg
"{'FUE', 'HAM'}",295.0,FUE,HAM,El Matorral,Hamburg,El Matorral,Hamburg
"{'HAU', 'BGO'}",30.0,HAU,BGO,Karmøy,Bergen,Karmoy,Bergen
"{'ARN', 'HEL'}",65.0,ARN,HEL,Stockholm,Helsinki,Stockholm,Helsinki
"{'HEL', 'BCN'}",245.0,HEL,BCN,Helsinki,Barcelona,Helsinki,Barcelona
"{'HEL', 'BRU'}",157.5,HEL,BRU,Helsinki,Zaventem,Helsinki,Zaventem
"{'CDG', 'HEL'}",170.0,CDG,HEL,Paris,Helsinki,Paris,Helsinki
"{'HEL', 'GOT'}",122.5,HEL,GOT,Helsinki,Gothenburg,Helsinki,Gothenburg
"{'HEL', 'HAM'}",117.5,HEL,HAM,Helsinki,Hamburg,Helsinki,Hamburg
"{'HEL', 'IVL'}",90.0,HEL,IVL,Helsinki,Ivalo,Helsinki,Ivalo
"{'HEL', 'MAD'}",265.0,HEL,MAD,Helsinki,Madrid,Helsinki,Madrid
"{'OUL', 'HEL'}",62.5,OUL,HEL,Oulu / Oulunsalo,Helsinki,Oulu,Helsinki
"{'RVN', 'HEL'}",77.5,RVN,HEL,Rovaniemi,Helsinki,Rovaniemi,Helsinki
"{'HHN', 'AGP'}",175.0,HHN,AGP,Frankfurt am Main (Lautzenhausen),Málaga,Frankfurt am Main,Malaga
"{'INI', 'HHN'}",135.0,INI,HHN,Niš,Frankfurt am Main (Lautzenhausen),Nis,Frankfurt am Main
"{'IAS', 'CIA'}",140.0,IAS,CIA,Iaşi,Rome,Iasi,Rome
