route,time,departure airport,arrival airport,departure city,arrival city,city1,city2
"{'CDG', 'BLQ'}",105.0,CDG,BLQ,Paris,Bologna,Paris,Bologna
"{'CDG', 'BOD'}",85.0,CDG,BOD,Paris,Bordeaux/Mérignac,Paris,Bordeaux
"{'CDG', 'BRU'}",70.0,CDG,BRU,Paris,Zaventem,Paris,Zaventem
"{'CDG', 'GOT'}",140.0,CDG,GOT,Paris,Gothenburg,Paris,Gothenburg
"{'HEL', 'CDG'}",200.0,HEL,CDG,Helsinki,Paris,Helsinki,Paris
"{'MUC', 'CDG'}",100.0,MUC,CDG,Munich,Paris,Munich,Paris
"{'CDG', 'OTP'}",190.0,CDG,OTP,Paris,Otopeni,Paris,Otopeni
"{'TOS', 'CDG'}",240.0,TOS,CDG,Tromsø,Paris,Tromso,Paris
"{'CDT', 'NRN'}",152.5,CDT,NRN,Castellón de la Plana,Weeze,Castellon de la Plana,Weeze
"{'LED', 'CEE'}",55.0,LED,CEE,St. Petersburg,Cherepovets,St. Petersburg,Cherepovets
"{'CEK', 'LED'}",180.0,CEK,LED,Chelyabinsk,St. Petersburg,Chelyabinsk,St. Petersburg
"{'SVO', 'CEK'}",155.0,SVO,CEK,Moscow,Chelyabinsk,Moscow,Chelyabinsk
"{'CEK', 'VKO'}",152.5,CEK,VKO,Chelyabinsk,Moscow,Chelyabinsk,Moscow
"{'CFU', 'ATH'}",60.0,CFU,ATH,Kerkyra (Corfu),Spata-Artemida,Kerkyra,Spata
"{'CGN', 'AGP'}",180.0,CGN,AGP,Köln (Cologne),Málaga,Cologne,Malaga
"{'CGN', 'FUE'}",268.3333333333333,CGN,FUE,Köln (Cologne),El Matorral,Cologne,El Matorral
"{'CGN', 'MUC'}",65.0,CGN,MUC,Köln (Cologne),Munich,Cologne,Munich
"{'VAR', 'CGN'}",180.0,VAR,CGN,Varna,Köln (Cologne),Varna,Cologne
"{'CHQ', 'ATH'}",52.5,CHQ,ATH,Souda,Spata-Artemida,Souda,Spata
"{'CRL', 'CIA'}",120.0,CRL,CIA,Charleroi,Rome,Charleroi,Rome
"{'OTP', 'CIA'}",125.0,OTP,CIA,Otopeni,Rome,Otopeni,Rome
"{'CLJ', 'BGY'}",121.66666666666669,CLJ,BGY,Cluj-Napoca,Orio al Serio (BG),Cluj,Orio al Serio
"{'CLJ', 'CIA'}",130.0,CLJ,CIA,Cluj-Napoca,Rome,Cluj,Rome
"{'LTN', 'CLJ'}",175.0,LTN,CLJ,"Luton, Bedfordshire",Cluj-Napoca,Luton,Cluj
"{'CLJ', 'OTP'}",55.0,CLJ,OTP,Cluj-Napoca,Otopeni,Cluj,Otopeni
"{'CLY', 'NCE'}",40.0,CLY,NCE,Calvi/Sainte-Catherine,Nice,Calvi,Nice
"{'CMF', 'BHX'}",115.0,CMF,BHX,Viviers-du-Lac,Birmingham,Viviers,Birmingham
"{'CPH', 'AAL'}",48.333333333333336,CPH,AAL,Copenhagen,Aalborg,Copenhagen,Aalborg
"{'CPH', 'AAR'}",40.0,CPH,AAR,Copenhagen,Aarhus,Copenhagen,Aarhus
